,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,3-1-4-2,71,75,71,70,€280M,29,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,69,73,70,€295M,28,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Attack,71,72,72,68,€315M,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,73,73,68,€268M,29,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,75,72,68,€130M,27,
,Chicago FireMajor League Soccer,693,4-3-3 Attack,70,72,71,68,€240M,29,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,70,69,71,71,€185M,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,70,69,70,70,€260M,27,
,Orlando City SCMajor League Soccer,112606,4-1-2-1-2 Narrow,70,71,71,68,€272M,30,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,73,71,69,€172M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,70,76,71,69,€150M,29,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,69,69,66,€170M,30,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,69,70,67,€175M,29,
,San Jose EarthquakesMajor League Soccer,111928,5-2-1-2,69,68,70,68,€235M,30,
,New York Red BullsMajor League Soccer,689,5-4-1 Diamond,69,75,69,67,€245M,30,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Narrow,69,71,70,68,€225M,26,
,Houston DynamoMajor League Soccer,698,4-3-3 Holding,69,70,69,68,€218M,29,
,New York City FCMajor League Soccer,112828,4-3-3 Holding,69,71,71,68,€275M,27,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,68,67,69,66,€230M,29,
,Colorado RapidsMajor League Soccer,694,4-4-2 Flat,68,65,69,67,€135M,24,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,68,70,70,67,€155M,29,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,67,68,68,66,€150M,29,
