,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-4-2 Flat,71,75,71,68,€0,30,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,71,75,71,69,€0,30,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,69,72,68,68,€0,29,
,Portland TimbersMajor League Soccer,111140,4-3-3 Holding,69,68,69,69,€0,26,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,71,69,67,€0,28,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,69,70,66,68,€0,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,70,67,66,€0,26,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,69,81,68,67,€0,29,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,69,66,70,65,€0,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-1-3-2,69,68,68,68,€0,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,68,67,70,68,€0,27,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,68,81,67,68,€0,30,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,68,69,66,67,€0,29,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,73,69,65,€0,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,68,69,67,€0,24,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,67,67,65,€0,29,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,68,66,69,66,€0,26,
,Houston DynamoMajor League Soccer,698,4-4-1-1 Attack,68,70,66,66,€0,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,68,66,68,66,€0,28,
,Chicago FireMajor League Soccer,693,4-4-2 Flat,67,67,66,65,€0,26,
