,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,LA GalaxyMajor League Soccer,697,4-1-2-1-2 Narrow,71,75,70,69,€0,28,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,65,69,67,€0,25,
,CF MontréalMajor League Soccer,111139,4-4-2 Flat,69,73,68,68,€0,27,
,Toronto FCMajor League Soccer,111651,4-3-3 Holding,69,69,72,67,€0,26,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,68,69,68,€0,29,
,Seattle Sounders FCMajor League Soccer,111144,4-3-3 Flat,69,69,69,68,€0,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,72,69,66,€0,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,67,69,68,€0,24,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,69,69,74,65,€0,27,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Flat,69,71,70,65,€0,25,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,68,68,67,67,€0,28,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,68,68,69,67,€0,27,
,DC UnitedMajor League Soccer,688,4-3-3 Holding,68,69,66,65,€0,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,70,67,68,€0,26,
,FC DallasMajor League Soccer,695,4-4-2 Flat,68,67,69,68,€0,26,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,70,67,69,€0,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,68,70,70,66,€0,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,66,68,67,€0,28,
,Chicago FireMajor League Soccer,693,4-3-3 Holding,67,70,61,65,€0,26,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,68,67,65,€0,26,
