,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,72,73,73,72,€427.5M,24,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,72,69,71,€216M,26,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,71,69,€351M,26,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,72,71,69,€364.5M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,68,72,67,€270M,26,
,Toronto FCMajor League Soccer,111651,4-3-3 Holding,69,74,70,66,€355.5M,26,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,71,70,67,€180M,25,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,69,71,70,68,€297M,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,70,69,70,€220.5M,30,
,Sporting Kansas CityMajor League Soccer,696,4-1-4-1,69,72,71,67,€292.5M,28,
,LA GalaxyMajor League Soccer,697,4-3-3 Holding,69,70,73,67,€432M,24,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,69,69,72,67,€170M,26,
,Nashville SCMajor League Soccer,114162,4-4-1-1 Attack,69,71,69,70,€180M,30,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,69,63,71,65,€450M,25,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,69,71,70,66,€330M,30,
,FC CincinnatiMajor League Soccer,113149,5-2-1-2,69,70,71,67,€226.5M,27,
,CF MontréalMajor League Soccer,111139,3-4-1-2,68,69,68,69,€189M,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,65,69,69,€261M,28,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,73,67,68,€171M,28,
,FC DallasMajor League Soccer,695,4-1-4-1,68,75,69,65,€178M,24,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-2-1,68,71,68,67,€193.5M,27,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,67,67,69,68,€247.5M,22,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,69,68,67,€301.5M,24,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,67,70,67,66,€252M,25,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,67,73,68,66,€346.5M,23,
,Charlotte FCMajor League Soccer,114640,4-2-3-1 Wide,67,74,66,67,€200M,24,
,Real Salt LakeMajor League Soccer,111065,4-4-2 Holding,67,71,67,66,€211.5M,25,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,67,73,67,66,€265.5M,22,
