,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,69,74,70,€195M,27,
,Toronto FCMajor League Soccer,111651,3-1-4-2,70,79,70,67,€200M,27,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,72,69,€152M,25,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,70,75,69,68,€183M,26,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,70,69,71,67,€155M,25,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,70,69,73,69,€151M,27,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,69,70,68,€150M,27,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,72,68,70,€156M,26,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,69,70,69,68,€135M,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,72,69,68,€138M,25,
,DC UnitedMajor League Soccer,688,4-1-4-1,69,67,70,69,€132M,28,
,FC DallasMajor League Soccer,695,4-4-2 Flat,69,68,71,70,€128M,25,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,69,69,70,€218.5M,24,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,69,72,71,67,€207M,23,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,70,74,66,€172M,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,69,66,69,67,€142M,23,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,72,68,69,€140M,25,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,66,68,69,€148M,24,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Flat,68,70,66,66,€149M,25,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,63,68,67,€145M,25,
