,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,4-3-1-2,72,75,73,71,€280M,25,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,72,69,75,69,€295M,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,70,72,71,€260M,27,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Attack,71,76,72,69,€315M,25,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,73,72,68,€268M,29,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,70,69,71,69,€185M,24,
,New York City FCMajor League Soccer,112828,4-3-3 Attack,70,72,70,70,€275M,25,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Narrow,70,72,70,69,€272M,29,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,71,71,69,€172M,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,68,71,66,€170M,28,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,71,69,68,€175M,25,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,70,71,68,€130M,27,
,New York Red BullsMajor League Soccer,689,5-4-1 Diamond,69,71,71,68,€245M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,72,71,67,€240M,23,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,70,70,66,€155M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-1-4-1,69,71,69,69,€150M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,68,71,68,66,€150M,28,
,San Jose EarthquakesMajor League Soccer,111928,4-1-3-2,68,68,70,67,€235M,25,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,68,66,69,66,€230M,24,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,71,69,67,€225M,25,
,Colorado RapidsMajor League Soccer,694,5-3-2,68,67,69,67,€135M,28,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,68,66,69,67,€218M,24,
