,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Minnesota United FCMajor League Soccer,111138,4-4-2 Holding,71,74,70,70,€270M,30,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,71,72,71,69,€351M,27,
,Seattle Sounders FCMajor League Soccer,111144,5-3-2,71,72,73,67,€364.5M,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,72,72,70,€180M,30,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,71,69,71,67,€265.5M,29,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,71,74,71,70,€330M,28,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,70,70,69,€216M,29,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,68,72,69,€355.5M,30,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,70,75,70,68,€427.5M,28,
,DC UnitedMajor League Soccer,688,3-4-3 Flat,70,67,68,66,€297M,28,
,New York City FCMajor League Soccer,112828,5-2-1-2,70,71,69,70,€346.5M,29,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,69,70,70,68,€171M,29,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,67,70,68,€198M,29,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,69,71,67,69,€292.5M,29,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,77,70,67,€432M,30,
,Atlanta UnitedMajor League Soccer,112885,4-3-3 Holding,69,72,69,68,€450M,30,
,CF MontréalMajor League Soccer,111139,5-2-1-2,68,69,69,67,€189M,27,
,San Jose EarthquakesMajor League Soccer,111928,5-4-1 Flat,68,70,70,66,€247.5M,26,
,New York Red BullsMajor League Soccer,689,4-1-2-1-2 Narrow,68,69,68,67,€261M,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,72,67,66,€220.5M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,72,70,66,€301.5M,27,
,Houston DynamoMajor League Soccer,698,4-3-3 Flat,68,65,69,68,€252M,30,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,67,68,67,€211.5M,30,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,68,69,70,67,€180M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-3-3 Holding,68,71,67,66,€193.5M,27,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,68,71,68,67,€256.5M,30,
