,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,68,74,70,€195M,28,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,71,74,73,70,€218.5M,26,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,70,70,71,68,€150M,29,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,70,76,69,70,€156M,28,
,Toronto FCMajor League Soccer,111651,4-1-2-1-2 Narrow,70,79,70,68,€200M,27,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,71,70,€152M,28,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,70,71,69,68,€183M,28,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,70,70,74,68,€207M,26,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Flat,70,71,70,68,€149M,27,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,70,71,73,67,€172M,29,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,69,70,69,68,€135M,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,71,70,68,€138M,28,
,DC UnitedMajor League Soccer,688,4-1-4-1,69,67,69,69,€132M,29,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,73,68,69,€140M,25,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,69,69,70,67,€155M,25,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,69,70,69,€128M,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,68,72,70,€151M,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,69,69,71,68,€142M,28,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,69,68,69,€148M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,65,68,67,€145M,26,
