,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-4-2 Flat,70,78,68,64,€0,30,
,Toronto FCMajor League Soccer,111651,3-4-3 Flat,69,69,68,63,€0,29,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,69,74,70,65,€0,30,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,69,68,69,66,€0,30,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,68,81,68,64,€0,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,68,66,69,63,€0,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,68,71,68,65,€0,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,66,66,65,€0,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,67,66,67,66,€0,27,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,67,67,64,66,€0,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,67,72,68,64,€0,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,67,68,67,65,€0,24,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,68,67,65,€0,29,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,67,68,66,65,€0,26,
,Houston DynamoMajor League Soccer,698,4-4-1-1 Attack,67,66,65,66,€0,25,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,67,68,67,59,€0,28,
,San Jose EarthquakesMajor League Soccer,111928,4-1-2-1-2 Narrow,66,68,64,65,€0,29,
,Chicago FireMajor League Soccer,693,4-4-2 Flat,66,69,65,63,€0,26,
,FC DallasMajor League Soccer,695,4-4-2 Flat,66,65,62,65,€0,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,66,62,66,65,€0,28,
,Chivas USAMajor League Soccer,111070,4-4-2 Flat,62,61,62,62,€0,14,
