,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-1-3-2,68,72,68,63,€0,24,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,68,69,69,65,€0,23,
,Toronto FCMajor League Soccer,111651,4-1-4-1,67,71,65,65,€0,24,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,67,65,69,65,€0,25,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,67,65,66,66,€0,24,
,Sporting Kansas CityMajor League Soccer,696,4-1-4-1,67,66,68,64,€0,26,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,66,64,65,66,€0,22,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,66,68,66,61,€0,29,
,San Jose EarthquakesMajor League Soccer,111928,4-1-3-2,66,68,65,66,€0,26,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,66,66,65,64,€0,24,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,66,64,68,66,€0,20,
,Real Salt LakeMajor League Soccer,111065,4-1-2-1-2 Narrow,66,67,66,62,€0,21,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,66,67,68,62,€0,23,
,Chicago FireMajor League Soccer,693,4-4-1-1 Attack,65,66,63,63,€0,27,
,Colorado RapidsMajor League Soccer,694,4-4-2 Flat,65,65,64,64,€0,22,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,65,64,65,63,€0,23,
,Houston DynamoMajor League Soccer,698,4-4-2 Flat,65,66,68,62,€0,19,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,64,67,64,61,€0,20,
,Chivas USAMajor League Soccer,111070,4-4-2 Flat,64,63,63,62,€0,19,
