,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-4-2 Flat,70,80,69,66,€0,26,
,Toronto FCMajor League Soccer,111651,4-1-2-1-2 Narrow,69,70,68,68,€0,28,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,71,70,67,€0,25,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,70,68,67,€0,25,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,69,79,69,66,€0,26,
,Houston DynamoMajor League Soccer,698,4-4-2 Flat,69,70,67,69,€0,27,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,69,73,68,66,€0,21,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,68,72,66,68,€0,27,
,Portland TimbersMajor League Soccer,111140,4-3-3 Holding,68,68,68,67,€0,23,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,68,69,66,67,€0,29,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,68,68,66,68,€0,26,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,73,70,65,€0,20,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,68,66,69,67,€0,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,67,69,67,€0,28,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,67,68,67,68,€0,21,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,67,68,67,67,€0,24,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,68,65,66,€0,22,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,67,66,70,66,€0,20,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,67,66,68,67,€0,26,
,Chicago FireMajor League Soccer,693,4-4-1-1 Midfield,66,70,64,63,€0,21,
