,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,71,73,70,70,€351M,27,
,Seattle Sounders FCMajor League Soccer,111144,5-3-2,71,72,69,68,€364.5M,28,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,72,72,69,€180M,30,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,71,78,68,66,€265.5M,30,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,71,81,71,69,€330M,28,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,70,70,69,€216M,30,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,70,73,71,68,€270M,27,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,69,74,69,€355.5M,30,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,70,75,72,67,€427.5M,29,
,DC UnitedMajor League Soccer,688,5-4-1 Flat,70,70,69,69,€297M,30,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,70,73,70,68,€292.5M,28,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,70,70,70,70,€346.5M,27,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,80,69,69,€450M,30,
,New England RevolutionMajor League Soccer,691,4-3-1-2,69,73,69,67,€220.5M,27,
,Colorado RapidsMajor League Soccer,694,3-4-2-1,69,68,69,69,€171M,30,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,68,69,67,€178M,28,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,78,70,68,€432M,30,
,CF MontréalMajor League Soccer,111139,5-2-1-2,68,69,70,65,€189M,28,
,San Jose EarthquakesMajor League Soccer,111928,5-4-1 Flat,68,69,70,67,€247.5M,26,
,New York Red BullsMajor League Soccer,689,4-2-2-2,68,69,67,67,€261M,27,
,Chicago FireMajor League Soccer,693,3-1-4-2,68,65,69,66,€301.5M,27,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,68,67,67,€252M,30,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,67,69,67,€211.5M,30,
,Austin FCMajor League Soccer,114161,4-1-4-1,68,68,71,66,€150M,29,
,Nashville SCMajor League Soccer,114162,5-3-2,68,70,68,66,€180M,29,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-1-4-1,68,69,69,67,€193.5M,28,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,68,72,68,66,€226.5M,29,
