,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,5-3-2,71,77,71,71,€295M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,72,73,69,€268M,27,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Flat,71,71,75,69,€260M,24,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,71,71,71,70,€233M,30,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,70,72,72,€243M,27,
,LA GalaxyMajor League Soccer,697,3-4-1-2,71,80,72,68,€304M,25,
,New York City FCMajor League Soccer,112828,4-3-3 Holding,71,71,71,70,€275M,25,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,71,72,72,69,€255M,29,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,70,70,71,70,€192M,29,
,Portland TimbersMajor League Soccer,111140,4-3-2-1,70,74,68,68,€268M,30,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,70,73,69,€139M,26,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,70,74,70,66,€220M,28,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,70,67,72,70,€185M,29,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,67,71,67,€170M,29,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,73,70,66,€150M,30,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,67,71,67,€183M,29,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,71,71,67,€155M,30,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,72,69,69,€248M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-4-2 Flat,69,70,69,68,€150M,27,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,68,70,69,69,€235M,26,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,69,69,67,€225M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,68,67,69,€247M,24,
,Colorado RapidsMajor League Soccer,694,4-1-2-1-2 Narrow,68,68,67,68,€158M,23,
