,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Atlanta UnitedMajor League Soccer,112885,3-4-2-1,72,77,71,70,€332M,30,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,72,73,68,€236.7M,27,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,71,77,71,69,€251.8M,26,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,71,69,71,71,€252.1M,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Attack,71,71,70,71,€277.5M,28,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,71,85,72,68,€345.3M,27,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,69,73,67,€176.1M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,70,67,71,71,€235M,26,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,76,71,70,€290.3M,30,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,71,70,€293.6M,27,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,70,76,71,69,€270.2M,25,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,71,71,67,€157M,28,
,New York City FCMajor League Soccer,112828,4-3-3 Attack,70,70,72,70,€268.5M,24,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,69,71,71,69,€163.1M,27,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,69,69,71,69,€238.1M,29,
,New England RevolutionMajor League Soccer,691,4-4-2 Flat,69,71,70,67,€225.1M,24,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,73,70,68,€229M,26,
,FC DallasMajor League Soccer,695,4-3-3 Flat,69,70,67,70,€195.4M,28,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,69,71,70,67,€172.1M,29,
,Orlando City SCMajor League Soccer,112606,4-3-3 Holding,69,72,69,67,€283.6M,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-3-3 Holding,69,69,67,69,€162.7M,28,
,Houston DynamoMajor League Soccer,698,4-4-2 Holding,68,72,68,68,€218.7M,28,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,68,68,67,69,€170M,30,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,74,67,67,€147.3M,26,
