,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,4-1-4-1,72,79,71,71,€280M,30,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,72,72,74,70,€295M,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,69,72,72,€260M,26,
,LA GalaxyMajor League Soccer,697,4-3-3 Attack,71,79,71,68,€315M,26,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,71,79,71,69,€172M,28,
,Portland TimbersMajor League Soccer,111140,4-3-2-1,70,74,68,68,€268M,30,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,72,71,69,€130M,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,70,77,70,70,€245M,28,
,FC DallasMajor League Soccer,695,4-4-2 Holding,70,70,71,68,€185M,27,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,70,75,70,70,€275M,24,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,70,72,70,70,€272M,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,70,70,66,€170M,29,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,72,69,68,€175M,28,
,San Jose EarthquakesMajor League Soccer,111928,4-2-2-2,69,70,70,68,€235M,27,
,DC UnitedMajor League Soccer,688,4-1-4-1,69,68,70,66,€230M,26,
,Colorado RapidsMajor League Soccer,694,5-3-2,69,69,68,67,€135M,24,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,67,70,68,€218M,28,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,70,72,66,€155M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-4-2 Flat,69,71,70,69,€150M,28,
,Minnesota United FCMajor League Soccer,111138,5-3-2,68,69,69,67,€150M,29,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,69,69,68,€225M,25,
,Chicago FireMajor League Soccer,693,4-3-3 Holding,68,69,70,65,€240M,30,
