,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,4-4-1-1 Attack,68,69,69,67,€0,30,
,Seattle Sounders FCMajor League Soccer,111144,4-4-1-1 Attack,68,72,68,65,€0,27,
,Philadelphia UnionMajor League Soccer,112134,4-3-3 Attack,67,66,67,69,€0,27,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Narrow,67,65,67,64,€0,29,
,Portland TimbersMajor League Soccer,111140,4-3-3 Attack,67,67,68,65,€0,26,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,67,70,66,68,€0,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,67,67,64,66,€0,27,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,67,71,67,65,€0,27,
,Real Salt LakeMajor League Soccer,111065,4-1-2-1-2 Narrow,67,67,67,65,€0,27,
,San Jose EarthquakesMajor League Soccer,111928,4-1-2-1-2 Wide,66,68,66,65,€0,27,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,66,67,66,65,€0,26,
,New England RevolutionMajor League Soccer,691,4-3-3 Attack,66,67,66,66,€0,25,
,Chicago FireMajor League Soccer,693,4-3-3 Attack,66,68,63,64,€0,25,
,Houston DynamoMajor League Soccer,698,4-1-2-1-2 Wide,66,67,68,65,€0,24,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,66,67,67,64,€0,28,
,New York Red BullsMajor League Soccer,689,4-4-1-1 Midfield,65,67,66,63,€0,27,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,65,64,66,63,€0,27,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,65,65,66,64,€0,24,
,Chivas USAMajor League Soccer,111070,4-4-2 Flat,62,61,62,62,€0,13,
