,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,3-4-2-1,71,74,70,70,€364.5M,23,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,71,74,71,69,€427.5M,29,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,73,71,71,€180M,29,
,Portland TimbersMajor League Soccer,111140,4-4-1-1 Midfield,70,71,71,70,€351M,27,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Narrow,70,73,70,68,€220.5M,24,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,78,70,69,€450M,30,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,69,70,€216M,25,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,71,69,68,€270M,30,
,CF MontréalMajor League Soccer,111139,3-4-2-1,69,71,68,68,€189M,30,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,69,68,70,68,€247.5M,27,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,71,69,68,€178M,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,71,69,65,€292.5M,28,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,69,72,69,68,€346.5M,24,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,70,69,69,€265.5M,24,
,Nashville SCMajor League Soccer,114162,5-2-1-2,69,70,70,67,€180M,24,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,69,70,66,68,€330M,30,
,New York Red BullsMajor League Soccer,689,4-3-3 Attack,68,67,69,66,€261M,25,
,Colorado RapidsMajor League Soccer,694,5-4-1 Flat,68,68,70,67,€171M,28,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,68,74,68,67,€432M,26,
,Houston DynamoMajor League Soccer,698,4-3-3 Flat,68,69,69,67,€252M,28,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,68,67,71,65,€150M,26,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-1-2,68,69,68,67,€193.5M,25,
,Toronto FCMajor League Soccer,111651,5-2-1-2,67,67,68,66,€355.5M,24,
,DC UnitedMajor League Soccer,688,3-4-3 Flat,67,69,68,66,€297M,23,
,Chicago FireMajor League Soccer,693,3-1-4-2,67,64,70,65,€301.5M,24,
,Real Salt LakeMajor League Soccer,111065,3-4-2-1,67,69,66,66,€211.5M,27,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,67,68,68,67,€226.5M,28,
