,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,73,71,70,€180M,22,
,Philadelphia UnionMajor League Soccer,112134,4-3-3 Holding,70,68,71,70,€216M,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,71,72,70,€351M,25,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Narrow,70,75,70,68,€220.5M,24,
,Atlanta UnitedMajor League Soccer,112885,5-3-2,70,77,70,67,€450M,30,
,Seattle Sounders FCMajor League Soccer,111144,3-4-2-1,69,77,68,67,€364.5M,20,
,DC UnitedMajor League Soccer,688,3-4-3 Flat,69,71,69,68,€297M,23,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 False 9,69,71,69,65,€292.5M,23,
,New York City FCMajor League Soccer,112828,4-1-4-1,69,72,68,70,€346.5M,22,
,Nashville SCMajor League Soccer,114162,5-2-1-2,69,72,69,67,€180M,26,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,68,67,68,70,€270M,24,
,CF MontréalMajor League Soccer,111139,3-4-2-1,68,69,68,67,€189M,30,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,68,68,70,67,€247.5M,24,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,68,74,68,67,€427.5M,25,
,Colorado RapidsMajor League Soccer,694,3-4-2-1,68,70,70,68,€171M,28,
,Houston DynamoMajor League Soccer,698,4-3-3 Flat,68,65,69,66,€252M,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,68,68,68,68,€265.5M,22,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-1-2,68,69,68,67,€193.5M,28,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,68,70,68,68,€330M,20,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,67,69,67,68,€355.5M,21,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,67,71,67,68,€178M,23,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,67,74,67,67,€432M,24,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,67,70,66,66,€211.5M,24,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,67,67,71,64,€150M,21,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,67,68,67,66,€226.5M,25,
,New York Red BullsMajor League Soccer,689,4-1-2-1-2 Narrow,66,65,65,65,€261M,18,
,Chicago FireMajor League Soccer,693,3-1-4-2,65,60,67,64,€301.5M,21,
