,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,71,73,71,70,€270M,30,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,71,71,71,71,€351M,27,
,Seattle Sounders FCMajor League Soccer,111144,5-3-2,71,72,73,68,€364.5M,26,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,71,73,70,€180M,28,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,71,74,71,70,€330M,25,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,70,69,69,€216M,30,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,68,71,69,€355.5M,30,
,DC UnitedMajor League Soccer,688,3-1-4-2,70,66,69,66,€297M,30,
,New York City FCMajor League Soccer,112828,5-2-1-2,70,71,69,66,€346.5M,29,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,70,72,72,66,€265.5M,30,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,69,75,70,68,€427.5M,26,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,69,70,71,68,€171M,29,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,72,69,68,€198M,29,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,69,71,70,68,€292.5M,29,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,77,68,68,€432M,30,
,Atlanta UnitedMajor League Soccer,112885,4-3-3 Holding,69,72,70,68,€450M,29,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-4-2 Holding,69,72,68,68,€193.5M,29,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,69,68,71,68,€256.5M,30,
,CF MontréalMajor League Soccer,111139,5-2-1-2,68,68,68,66,€189M,30,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,68,66,70,68,€247.5M,26,
,New York Red BullsMajor League Soccer,689,4-1-2-1-2 Narrow,68,69,68,68,€261M,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,69,68,66,€220.5M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,73,69,65,€301.5M,27,
,Houston DynamoMajor League Soccer,698,4-3-3 Flat,68,66,70,68,€252M,28,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,71,68,67,€211.5M,30,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,68,68,69,67,€180M,30,
