,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,74,78,73,73,€427.5M,28,
,Atlanta UnitedMajor League Soccer,112885,4-1-4-1,71,71,70,68,€450M,30,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,70,70,69,€216M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,70,68,72,67,€270M,30,
,Portland TimbersMajor League Soccer,111140,3-4-3 Flat,70,72,70,67,€351M,29,
,Seattle Sounders FCMajor League Soccer,111144,4-4-1-1 Midfield,70,70,71,69,€364.5M,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,75,70,70,€180M,29,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,70,70,69,69,€346.5M,25,
,CF MontréalMajor League Soccer,111139,3-1-4-2,69,69,70,69,€189M,30,
,Toronto FCMajor League Soccer,111651,4-3-3 Holding,69,74,69,67,€355.5M,27,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,69,71,69,67,€247.5M,29,
,DC UnitedMajor League Soccer,688,4-4-2 Holding,69,71,69,66,€297M,30,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,63,69,70,€261M,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,73,68,70,€220.5M,30,
,FC DallasMajor League Soccer,695,4-1-4-1,69,72,70,68,€178M,29,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,69,75,69,68,€432M,30,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,73,69,67,€265.5M,29,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,69,68,71,66,€170M,27,
,Nashville SCMajor League Soccer,114162,4-4-1-1 Attack,69,70,69,71,€180M,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-2-1,69,67,72,67,€193.5M,30,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,71,70,66,€171M,30,
,Sporting Kansas CityMajor League Soccer,696,4-1-4-1,68,61,71,66,€292.5M,27,
,Houston DynamoMajor League Soccer,698,4-3-3 Attack,68,68,71,66,€252M,28,
,Charlotte FCMajor League Soccer,114640,4-1-4-1,68,74,64,68,€200M,30,
,Real Salt LakeMajor League Soccer,111065,4-4-2 Holding,68,70,66,66,€211.5M,30,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,68,71,69,66,€330M,30,
,FC CincinnatiMajor League Soccer,113149,5-2-1-2,68,68,71,66,€226.5M,29,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,70,68,67,€301.5M,28,
