,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Inter MiamiMajor League Soccer,112893,4-3-3 Holding,74,79,72,72,€420M,33,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,72,72,72,70,€427.5M,26,
,FC CincinnatiMajor League Soccer,113149,3-4-1-2,71,69,74,69,€226.5M,28,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,71,69,70,€206M,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,71,71,67,€201M,24,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,74,69,70,€314.5M,27,
,LA GalaxyMajor League Soccer,697,4-3-3 Flat,70,74,71,68,€412M,23,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,69,71,70,68,€162.8M,27,
,St. Louis CITY SCMajor League Soccer,113018,4-2-3-1 Wide,69,72,69,66,€175M,29,
,Columbus CrewMajor League Soccer,687,3-4-2-1,69,78,68,68,€194M,22,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,69,70,67,€170.5M,28,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,69,69,67,€188M,29,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,69,73,69,68,€171.5M,32,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,71,71,66,€225.5M,27,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,69,67,69,70,€180M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-1-4-2,69,73,68,68,€173.5M,25,
,Minnesota United FCMajor League Soccer,111138,3-4-3 Flat,68,69,68,66,€150M,28,
,CF MontréalMajor League Soccer,111139,5-2-1-2,68,70,69,65,€189M,28,
,Toronto FCMajor League Soccer,111651,3-4-2-1,68,65,69,65,€218.5M,26,
,New York Red BullsMajor League Soccer,689,4-4-2 Flat,68,70,67,67,€261M,25,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,76,68,68,€285.5M,27,
,FC DallasMajor League Soccer,695,3-4-2-1,68,75,66,64,€168M,35,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,68,69,68,68,€182.5M,26,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,68,66,70,66,€326.5M,28,
,Charlotte FCMajor League Soccer,114640,4-3-3 Holding,68,70,70,67,€170M,29,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,67,74,67,66,€277M,22,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,65,68,68,€160M,26,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,67,70,68,65,€230M,21,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,67,66,67,67,€340M,22,
