,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Inter MiamiMajor League Soccer,112893,4-3-3 Holding,74,78,72,71,€330M,30,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,71,72,71,70,€266M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,73,71,69,€364.5M,28,
,San Jose EarthquakesMajor League Soccer,111928,4-3-3 Flat,70,74,68,68,€240M,28,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,70,71,70,70,€427.5M,22,
,FC CincinnatiMajor League Soccer,113149,3-4-1-2,70,69,71,69,€226.5M,26,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,69,69,67,€351M,24,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,68,70,69,€220.5M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,77,69,67,€285.5M,30,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,69,69,71,69,€432M,24,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,75,70,65,€275.5M,27,
,Nashville SCMajor League Soccer,114162,4-1-2-1-2 Narrow,69,67,70,71,€210M,30,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,69,72,69,68,€40M,26,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-1-4-2,69,73,69,67,€193.5M,23,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,68,75,69,63,€250M,27,
,CF MontréalMajor League Soccer,111139,3-4-1-2,68,71,67,66,€199M,28,
,Toronto FCMajor League Soccer,111651,3-4-2-1,68,71,68,65,€350M,28,
,St. Louis CITY SCMajor League Soccer,113018,4-2-3-1 Narrow,68,74,67,67,€185M,22,
,Columbus CrewMajor League Soccer,687,3-4-2-1,68,72,68,66,€185M,23,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,68,74,67,67,€277M,25,
,New York Red BullsMajor League Soccer,689,4-4-2 Flat,68,67,70,67,€261M,27,
,FC DallasMajor League Soccer,695,3-4-2-1,68,71,68,64,€178M,30,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,68,70,69,66,€292.5M,28,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,68,70,67,66,€248M,24,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,68,68,70,64,€326.5M,28,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Narrow,68,76,68,66,€211.5M,27,
,Austin FCMajor League Soccer,114161,4-3-3 Flat,68,72,66,66,€200M,22,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,64,67,68,€179M,27,
,Charlotte FCMajor League Soccer,114640,4-2-3-1 Wide,67,73,68,65,€190M,29,
