,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,73,76,72,74,€427.5M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-4-1-1 Midfield,71,71,73,69,€364.5M,27,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Narrow,71,71,72,64,€450M,30,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,70,68,71,67,€270M,30,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,70,69,€351M,29,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,75,70,70,€180M,29,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,69,69,€216M,26,
,Toronto FCMajor League Soccer,111651,4-3-3 Holding,69,75,69,68,€355.5M,27,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,69,72,66,65,€297M,30,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,73,68,70,€220.5M,30,
,FC DallasMajor League Soccer,695,4-1-4-1,69,72,69,69,€178M,30,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,75,69,67,€432M,30,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,69,68,69,69,€346.5M,24,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,70,70,68,€265.5M,29,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,69,68,71,66,€170M,26,
,Nashville SCMajor League Soccer,114162,5-3-2,69,69,71,69,€180M,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-2-1,69,67,72,66,€193.5M,30,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,69,71,69,66,€330M,30,
,CF MontréalMajor League Soccer,111139,3-4-2-1,68,70,68,69,€189M,30,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,68,71,69,67,€247.5M,28,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,67,68,69,€261M,28,
,Colorado RapidsMajor League Soccer,694,4-1-4-1,68,71,69,66,€171M,29,
,Sporting Kansas CityMajor League Soccer,696,4-1-4-1,68,63,69,66,€292.5M,27,
,Houston DynamoMajor League Soccer,698,4-3-3 Flat,68,70,71,66,€252M,28,
,Charlotte FCMajor League Soccer,114640,4-1-4-1,68,70,66,68,€200M,29,
,Real Salt LakeMajor League Soccer,111065,4-4-2 Holding,68,68,69,66,€211.5M,30,
,FC CincinnatiMajor League Soccer,113149,5-2-1-2,68,68,71,65,€226.5M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,70,70,66,€301.5M,28,
