,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,71,74,73,69,€0,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,68,71,68,€0,29,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,69,69,67,€0,26,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,69,75,68,69,€0,28,
,Toronto FCMajor League Soccer,111651,4-1-2-1-2 Narrow,69,70,68,68,€0,26,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,69,71,68,€0,30,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,72,67,65,€0,26,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,68,69,68,€0,29,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,67,69,67,€0,26,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,69,71,73,66,€0,26,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Flat,69,71,69,66,€0,25,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,69,68,69,66,€0,30,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,68,69,65,66,€0,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,68,70,69,67,€0,29,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,68,67,66,68,€0,29,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,70,68,68,€0,26,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,67,69,66,€0,25,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,69,67,68,€0,25,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,68,69,69,66,€0,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,72,66,66,€0,24,
