,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,FC DallasMajor League Soccer,695,4-4-2 Flat,70,69,71,71,€128M,26,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,70,69,73,69,€151M,27,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,70,72,73,67,€172M,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,68,70,68,€150M,25,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,72,68,71,€156M,23,
,Toronto FCMajor League Soccer,111651,3-1-4-2,69,75,69,67,€200M,21,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,70,70,68,€152M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,69,68,71,68,€195M,23,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,73,70,68,€138M,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,75,69,67,€183M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,69,70,67,€145M,24,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,70,70,70,€218.5M,23,
,DC UnitedMajor League Soccer,688,4-1-4-1,68,67,68,69,€132M,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,72,67,68,€140M,21,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,67,68,67,€155M,25,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,66,68,67,€148M,24,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,68,68,69,67,€207M,22,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,65,69,67,€142M,29,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,67,70,68,66,€135M,22,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,67,70,67,66,€149M,23,
