,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,3-1-4-2,71,79,69,69,€200M,29,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,70,74,70,€195M,28,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,72,74,69,€152M,30,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,75,72,68,€138M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,70,76,71,68,€145M,29,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,70,69,72,71,€128M,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,70,69,70,70,€151M,27,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,70,67,74,67,€218.5M,28,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,69,68,71,70,€156M,30,
,San Jose EarthquakesMajor League Soccer,111928,4-1-2-1-2 Narrow,69,69,70,68,€135M,29,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,75,68,68,€183M,30,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Narrow,69,72,70,68,€140M,26,
,Houston DynamoMajor League Soccer,698,4-3-3 Holding,69,69,69,69,€148M,29,
,New York City FCMajor League Soccer,112828,4-3-3 Holding,69,70,74,68,€207M,26,
,Orlando City SCMajor League Soccer,112606,4-1-2-1-2 Narrow,69,71,71,68,€172M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,69,72,69,69,€142M,28,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,68,69,69,68,€150M,30,
,DC UnitedMajor League Soccer,688,4-1-4-1,68,68,68,67,€132M,30,
,Colorado RapidsMajor League Soccer,694,4-4-2 Flat,68,66,68,68,€155M,25,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,69,70,66,€149M,28,
