,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,4-3-1-2,72,75,73,71,€280M,25,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,72,69,75,69,€295M,27,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Attack,72,80,72,69,€315M,26,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,69,72,71,€260M,26,
,Portland TimbersMajor League Soccer,111140,4-3-2-1,70,75,68,68,€268M,29,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,71,70,68,€130M,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,70,71,69,68,€245M,28,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,70,70,70,68,€185M,27,
,New York City FCMajor League Soccer,112828,4-3-3 Attack,70,71,70,70,€275M,24,
,Orlando City SCMajor League Soccer,112606,4-1-2-1-2 Narrow,70,73,70,69,€272M,29,
,Atlanta UnitedMajor League Soccer,112885,3-5-2,70,73,71,68,€172M,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,68,71,66,€170M,28,
,CF MontréalMajor League Soccer,111139,5-3-2,69,73,68,67,€175M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,67,71,67,€240M,28,
,Colorado RapidsMajor League Soccer,694,5-3-2,69,69,68,66,€135M,28,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,70,70,66,€155M,29,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-1-4-1,69,71,70,68,€150M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,68,70,68,67,€150M,29,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Holding,68,68,70,67,€235M,26,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,68,66,69,64,€230M,26,
,New England RevolutionMajor League Soccer,691,4-1-4-1,68,69,69,67,€225M,26,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,68,68,68,69,€218M,25,
