,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,78,67,65,€0,30,
,Toronto FCMajor League Soccer,111651,4-1-2-1-2 Narrow,69,72,68,65,€0,29,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,69,72,70,67,€0,30,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,69,72,68,66,€0,30,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,68,72,68,65,€0,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,68,68,69,67,€0,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,68,71,69,65,€0,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,66,69,65,€0,30,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,67,66,69,66,€0,29,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,67,68,66,65,€0,27,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,67,72,68,64,€0,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,67,68,67,65,€0,24,
,Colorado RapidsMajor League Soccer,694,4-3-3 Holding,67,66,67,65,€0,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,67,65,66,65,€0,26,
,Houston DynamoMajor League Soccer,698,4-1-2-1-2 Narrow,67,69,65,67,€0,25,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Flat,67,60,66,59,€0,27,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,66,67,63,65,€0,29,
,Chicago FireMajor League Soccer,693,4-4-2 Flat,66,66,66,64,€0,26,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,66,65,68,65,€0,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,66,64,66,66,€0,28,
,Chivas USAMajor League Soccer,111070,4-4-2 Flat,62,61,62,62,€0,14,
