,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Inter MiamiMajor League Soccer,112893,4-4-2 Holding,73,84,72,71,€420M,27,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,72,74,69,71,€427.5M,28,
,Seattle Sounders FCMajor League Soccer,111144,3-4-2-1,71,73,68,71,€314.5M,29,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,71,70,73,69,€412M,27,
,FC CincinnatiMajor League Soccer,113149,3-4-2-1,71,76,71,68,€226.5M,25,
,St. Louis CITY SCMajor League Soccer,113018,3-4-2-1,70,73,69,68,€175M,29,
,Charlotte FCMajor League Soccer,114640,4-3-3 Holding,70,73,70,68,€170M,32,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,70,73,69,€340M,26,
,Minnesota United FCMajor League Soccer,111138,5-3-2,69,68,70,67,€150M,25,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,74,70,68,€201M,25,
,San Jose EarthquakesMajor League Soccer,111928,3-5-2,69,74,68,67,€162.8M,28,
,Columbus CrewMajor League Soccer,687,3-4-2-1,69,65,70,69,€194M,24,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,74,68,65,€261M,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,72,71,66,€170.5M,23,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Attack,69,71,68,65,€182.5M,23,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,75,69,66,€188M,30,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,71,69,65,€225.5M,27,
,Austin FCMajor League Soccer,114161,4-4-2 Holding,69,72,67,66,€230M,23,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,69,71,69,68,€180M,26,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-3-3 Holding,69,72,69,67,€173.5M,25,
,Philadelphia UnionMajor League Soccer,112134,4-4-2 Flat,68,71,67,65,€206M,27,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,68,70,71,66,€218.5M,28,
,Chicago FireMajor League Soccer,693,4-3-3 Holding,68,75,65,66,€285.5M,27,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,68,76,68,67,€168M,32,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,58,69,67,€171.5M,29,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,67,69,64,70,€277M,25,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,69,67,69,€160M,26,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,67,68,69,66,€326.5M,26,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,66,67,65,64,€189M,28,
