,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,73,75,74,73,€427.5M,26,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,72,70,69,€216M,26,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,71,69,€351M,26,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,71,71,69,€364.5M,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,70,71,69,70,€220.5M,30,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,71,72,67,€450M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,69,71,67,€270M,27,
,Toronto FCMajor League Soccer,111651,4-3-3 Holding,69,74,70,66,€355.5M,25,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,70,70,67,€180M,23,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,69,72,70,68,€297M,27,
,Sporting Kansas CityMajor League Soccer,696,4-1-4-1,69,67,71,66,€292.5M,27,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,69,69,71,66,€170M,26,
,Nashville SCMajor League Soccer,114162,4-4-1-1 Attack,69,71,69,70,€180M,30,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,65,68,69,€261M,27,
,FC DallasMajor League Soccer,695,4-1-4-1,68,72,70,65,€178M,25,
,LA GalaxyMajor League Soccer,697,4-3-3 Holding,68,70,72,67,€432M,24,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-2-1,68,71,68,67,€193.5M,26,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,68,69,70,66,€330M,30,
,FC CincinnatiMajor League Soccer,113149,5-2-1-2,68,68,71,66,€226.5M,28,
,CF MontréalMajor League Soccer,111139,3-4-1-2,67,69,66,69,€189M,25,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,72,68,67,€171M,27,
,Charlotte FCMajor League Soccer,114640,4-2-3-1 Wide,67,74,65,66,€200M,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,67,73,66,66,€265.5M,22,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,66,65,69,66,€247.5M,21,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,66,65,68,65,€301.5M,24,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,66,70,67,64,€252M,24,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,66,72,68,66,€346.5M,23,
,Real Salt LakeMajor League Soccer,111065,4-4-2 Holding,66,71,66,64,€211.5M,25,
