,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,72,82,72,69,€255M,30,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,72,73,69,€268M,25,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,71,72,71,69,€260M,25,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,70,72,69,€139M,28,
,DC UnitedMajor League Soccer,688,5-4-1 Flat,71,80,71,68,€220M,25,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,71,73,70,71,€233M,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,72,72,70,€243M,26,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,71,85,71,70,€304M,26,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,69,74,68,€170M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,70,73,71,68,€150M,24,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,70,72,72,69,€192M,25,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,69,72,70,€295M,29,
,Portland TimbersMajor League Soccer,111140,4-4-2 Flat,70,72,70,69,€268M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,70,75,70,70,€247M,27,
,New York City FCMajor League Soccer,112828,5-2-3,70,71,72,69,€275M,24,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,69,69,69,69,€235M,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,69,70,68,€225M,26,
,Colorado RapidsMajor League Soccer,694,4-4-1-1 Midfield,69,74,69,67,€158M,26,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,68,69,69,€185M,28,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,71,69,68,€183M,26,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,70,72,67,€155M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-3-3 Holding,69,70,69,68,€150M,28,
,Orlando City SCMajor League Soccer,112606,5-2-1-2,68,69,71,65,€248M,27,
