,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,71,71,72,69,€351M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,72,73,70,€364.5M,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,72,73,69,€180M,28,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,71,75,72,68,€330M,29,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,74,72,69,€355.5M,28,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,70,75,68,68,€427.5M,24,
,DC UnitedMajor League Soccer,688,4-4-2 Holding,70,70,70,66,€297M,26,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,70,70,68,70,€292.5M,27,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,70,69,70,71,€346.5M,26,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,68,69,66,€450M,28,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,69,67,€216M,26,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,73,70,69,€270M,28,
,New York Red BullsMajor League Soccer,689,4-4-2 Flat,69,68,69,69,€261M,27,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,68,70,67,€220.5M,26,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,72,70,64,€301.5M,25,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,70,71,66,€198M,27,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,69,77,69,67,€432M,27,
,Orlando City SCMajor League Soccer,112606,4-3-3 Defend,69,69,69,67,€265.5M,27,
,FC CincinnatiMajor League Soccer,113149,5-2-1-2,69,71,68,68,€256.5M,25,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,68,70,70,66,€189M,26,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,68,68,70,66,€247.5M,27,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,66,68,67,€171M,25,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,70,68,68,€252M,28,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,69,68,67,€211.5M,30,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,68,66,67,68,€180M,26,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,67,72,67,66,€193.5M,29,
