,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,71,71,73,69,€351M,26,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,73,75,69,€364.5M,25,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,71,72,72,68,€330M,28,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,74,71,69,€355.5M,29,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,73,73,68,€180M,25,
,DC UnitedMajor League Soccer,688,4-4-2 Holding,70,70,71,67,€297M,25,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,70,73,69,68,€292.5M,28,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,70,69,69,71,€346.5M,25,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,69,68,€216M,25,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,71,71,69,€270M,22,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,69,75,69,67,€427.5M,22,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,71,67,65,€220.5M,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,65,70,68,€265.5M,24,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,69,72,70,67,€450M,22,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,65,69,69,€261M,21,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,75,69,65,€301.5M,23,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,70,69,68,€171M,25,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,68,74,69,68,€198M,26,
,Houston DynamoMajor League Soccer,698,4-3-3 Flat,68,68,68,68,€252M,26,
,Nashville SCMajor League Soccer,114162,4-4-1-1 Midfield,68,62,68,68,€180M,29,
,CF MontréalMajor League Soccer,111139,5-3-2,67,69,69,66,€189M,29,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,67,69,69,67,€247.5M,26,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,67,76,68,65,€432M,25,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-4-2 Holding,67,69,67,67,€193.5M,24,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,66,73,66,67,€211.5M,27,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,66,66,67,65,€256.5M,19,
