,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,71,73,71,67,€0,28,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,70,69,67,€0,25,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Wide,69,75,68,70,€0,28,
,Toronto FCMajor League Soccer,111651,4-1-2-1-2 Narrow,69,70,68,67,€0,26,
,Seattle Sounders FCMajor League Soccer,111144,4-3-3 Flat,69,70,68,68,€0,27,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,67,68,68,€0,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,67,69,68,€0,26,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,69,68,75,66,€0,26,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Flat,69,71,69,66,€0,25,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,68,69,70,67,€0,28,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,68,70,67,66,€0,28,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,68,70,69,66,€0,28,
,DC UnitedMajor League Soccer,688,4-1-4-1,68,69,66,67,€0,29,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,68,72,68,66,€0,25,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,68,70,68,68,€0,26,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,67,68,65,€0,25,
,Houston DynamoMajor League Soccer,698,4-4-2 Flat,68,70,67,69,€0,25,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,68,69,69,66,€0,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,67,69,66,€0,30,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,72,65,66,€0,25,
