,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,71,73,70,71,€233M,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,71,71,70,€243M,25,
,Atlanta UnitedMajor League Soccer,112885,5-2-3,71,78,71,69,€255M,30,
,Minnesota United FCMajor League Soccer,111138,4-4-2 Flat,70,69,71,70,€150M,25,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,70,71,72,68,€192M,23,
,Toronto FCMajor League Soccer,111651,5-4-1 Flat,70,71,72,70,€295M,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,68,73,69,€268M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,72,72,69,€268M,23,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,70,73,71,69,€260M,24,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,70,70,72,69,€139M,28,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,70,80,71,68,€220M,24,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,70,71,71,67,€247M,26,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,70,85,70,67,€304M,24,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,72,67,€170M,26,
,San Jose EarthquakesMajor League Soccer,111928,4-4-1-1 Attack,69,70,69,69,€235M,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,69,70,67,€225M,26,
,Colorado RapidsMajor League Soccer,694,4-1-2-1-2 Narrow,69,71,67,67,€158M,26,
,FC DallasMajor League Soccer,695,4-3-3 Holding,69,70,69,69,€185M,29,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,70,70,68,€183M,26,
,New York City FCMajor League Soccer,112828,4-1-4-1,69,71,68,70,€275M,23,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,71,70,67,€155M,30,
,Orlando City SCMajor League Soccer,112606,5-2-1-2,68,76,69,63,€248M,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-3-3 Holding,68,70,68,66,€150M,25,
