,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Inter MiamiMajor League Soccer,112893,4-3-3 Holding,73,76,73,72,€420M,29,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,72,74,70,70,€427.5M,25,
,LA GalaxyMajor League Soccer,697,4-3-3 Flat,71,72,72,70,€412M,28,
,Atlanta UnitedMajor League Soccer,112885,4-3-3 Attack,71,72,73,70,€340M,27,
,FC CincinnatiMajor League Soccer,113149,3-4-1-2,71,71,72,69,€226.5M,25,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,73,70,70,€314.5M,27,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,71,68,69,€206M,27,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,71,70,67,€201M,24,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,69,71,70,68,€162.8M,25,
,St. Louis CITY SCMajor League Soccer,113018,4-2-3-1 Wide,69,72,70,68,€175M,26,
,New York Red BullsMajor League Soccer,689,5-2-1-2,69,74,70,67,€261M,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,72,71,66,€170.5M,24,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,70,71,68,€182.5M,22,
,Charlotte FCMajor League Soccer,114640,4-2-3-1 Wide,69,72,70,68,€170M,30,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,71,70,66,€225.5M,25,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,69,72,67,66,€230M,23,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,69,68,70,68,€180M,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-1-4-2,69,73,68,67,€173.5M,26,
,Minnesota United FCMajor League Soccer,111138,3-4-3 Flat,68,68,69,66,€150M,25,
,Toronto FCMajor League Soccer,111651,3-4-2-1,68,66,69,66,€218.5M,27,
,Columbus CrewMajor League Soccer,687,3-4-2-1,68,65,69,68,€194M,21,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,75,70,66,€285.5M,25,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,69,67,69,€160M,24,
,FC DallasMajor League Soccer,695,3-4-2-1,68,76,68,67,€168M,30,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,68,71,68,65,€188M,26,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,56,69,67,€171.5M,26,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,67,67,68,66,€326.5M,25,
,CF MontréalMajor League Soccer,111139,3-4-2-1,66,67,66,66,€189M,30,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,66,69,64,70,€277M,24,
