,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,68,72,68,€195M,25,
,FC DallasMajor League Soccer,695,4-4-2 Flat,70,70,72,71,€128M,25,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,70,69,72,69,€151M,28,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,70,70,71,70,€218.5M,24,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,69,68,70,67,€150M,27,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,72,68,71,€156M,25,
,Toronto FCMajor League Soccer,111651,3-1-4-2,69,75,69,67,€200M,22,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,70,70,68,€152M,28,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,73,70,68,€138M,28,
,DC UnitedMajor League Soccer,688,4-1-4-1,69,68,68,69,€132M,28,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,75,69,68,€183M,29,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,73,68,69,€140M,23,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,69,69,70,66,€145M,25,
,New York City FCMajor League Soccer,112828,4-3-3 Flat,69,70,71,68,€207M,23,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,70,67,66,€149M,26,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,72,71,67,€172M,29,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,67,68,67,€155M,25,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,68,65,69,67,€142M,29,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,67,70,68,66,€135M,23,
,Houston DynamoMajor League Soccer,698,4-1-4-1,67,66,68,67,€148M,24,
