,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,72,82,72,69,€255M,30,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,71,74,71,69,€260M,25,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,71,72,69,€139M,29,
,New York Red BullsMajor League Soccer,689,4-3-3 Attack,71,69,71,73,€233M,29,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,71,73,70,€243M,27,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,71,85,71,69,€304M,26,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,68,72,68,€170M,26,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,70,73,71,68,€150M,24,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,70,71,71,69,€192M,26,
,Toronto FCMajor League Soccer,111651,3-5-1-1,70,71,70,70,€295M,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,70,71,69,€268M,28,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,72,71,68,€268M,25,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,70,80,71,69,€220M,25,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,70,73,70,70,€247M,27,
,New York City FCMajor League Soccer,112828,5-2-3,70,71,72,69,€275M,23,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,69,69,69,70,€235M,28,
,New England RevolutionMajor League Soccer,691,4-1-4-1,69,69,70,67,€225M,26,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,57,69,69,€185M,28,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,71,69,68,€183M,26,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,69,71,67,€155M,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,5-3-2,69,69,69,68,€150M,28,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,74,68,67,€158M,28,
,Orlando City SCMajor League Soccer,112606,4-3-3 Flat,68,71,69,67,€248M,27,
