,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,4-3-1-2,68,67,72,66,€0,30,
,Seattle Sounders FCMajor League Soccer,111144,4-4-2 Holding,68,74,67,65,€0,27,
,Philadelphia UnionMajor League Soccer,112134,4-4-2 Flat,67,67,63,67,€0,27,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Narrow,67,68,67,64,€0,29,
,Portland TimbersMajor League Soccer,111140,4-4-2 Flat,67,65,66,65,€0,28,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,67,70,67,66,€0,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,67,65,62,€0,27,
,Sporting Kansas CityMajor League Soccer,696,4-1-4-1,67,69,65,67,€0,24,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,67,69,66,66,€0,28,
,Real Salt LakeMajor League Soccer,111065,4-1-4-1,67,69,64,65,€0,28,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,66,64,63,61,€0,26,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,66,67,66,64,€0,26,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,66,66,67,65,€0,26,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,66,67,67,65,€0,25,
,New York City FCMajor League Soccer,112828,4-4-1-1 Attack,66,68,65,64,€0,28,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,66,62,67,65,€0,30,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,66,66,67,62,€0,30,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,65,69,65,62,€0,28,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,65,67,68,63,€0,25,
,FC DallasMajor League Soccer,695,4-4-2 Flat,65,65,64,63,€0,25,
,Chivas USAMajor League Soccer,111070,4-4-2 Flat,62,61,62,62,€0,13,
