,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,3-1-4-2,71,75,73,70,€280M,22,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,71,69,75,70,€295M,24,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,70,71,71,€260M,26,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Attack,71,76,72,69,€315M,23,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,71,78,72,68,€172M,27,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,70,73,72,68,€268M,30,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,70,69,71,69,€185M,23,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Narrow,70,69,71,69,€272M,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,69,70,70,68,€130M,25,
,New York Red BullsMajor League Soccer,689,5-4-1 Diamond,69,75,69,67,€245M,25,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Wide,69,70,70,67,€225M,25,
,Colorado RapidsMajor League Soccer,694,4-4-1-1 Midfield,69,67,69,67,€135M,25,
,New York City FCMajor League Soccer,112828,4-3-3 Holding,69,70,69,70,€275M,25,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,69,72,67,€155M,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,69,70,69,68,€150M,27,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,68,68,69,66,€170M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,68,68,69,66,€150M,25,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,68,71,68,67,€175M,25,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Holding,68,69,70,66,€235M,23,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,68,66,69,66,€230M,23,
,Chicago FireMajor League Soccer,693,4-4-2 Holding,68,69,74,66,€240M,20,
,Houston DynamoMajor League Soccer,698,4-3-3 Holding,68,69,67,68,€218M,22,
