,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,71,73,71,71,€150M,26,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,73,73,69,€139M,29,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,71,73,71,71,€233M,29,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,71,71,71,70,€243M,24,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,71,78,71,67,€304M,22,
,Atlanta UnitedMajor League Soccer,112885,5-2-3,71,78,71,70,€255M,30,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,71,72,69,€268M,23,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Flat,70,72,73,69,€260M,23,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,70,80,71,68,€220M,23,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,73,67,€170M,25,
,CF MontréalMajor League Soccer,111139,4-3-3 Holding,69,71,72,68,€192M,25,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,69,71,68,71,€295M,27,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,68,73,68,€268M,27,
,San Jose EarthquakesMajor League Soccer,111928,4-4-2 Flat,69,71,69,69,€235M,29,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,70,70,68,€225M,25,
,Colorado RapidsMajor League Soccer,694,4-1-2-1-2 Narrow,69,71,69,68,€158M,26,
,FC DallasMajor League Soccer,695,4-2-3-1 Wide,69,67,72,69,€185M,27,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,69,70,68,€183M,26,
,New York City FCMajor League Soccer,112828,4-3-3 Holding,69,71,70,69,€275M,24,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,69,70,72,67,€155M,29,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,67,70,68,€247M,24,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,68,69,70,68,€248M,26,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-1-4-1,66,67,67,66,€150M,22,
