,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Inter MiamiMajor League Soccer,112893,4-3-3 Holding,74,78,75,72,€420M,31,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,73,76,71,71,€427.5M,29,
,LA GalaxyMajor League Soccer,697,4-3-3 Flat,72,77,75,69,€412M,27,
,FC CincinnatiMajor League Soccer,113149,3-4-1-2,71,71,73,69,€226.5M,25,
,Columbus CrewMajor League Soccer,687,3-4-2-1,70,79,69,70,€194M,27,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,70,68,72,69,€340M,24,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,71,68,70,€206M,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,71,71,67,€201M,21,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,69,67,70,69,€162.8M,24,
,St. Louis CITY SCMajor League Soccer,113018,4-2-3-1 Wide,69,72,70,67,€175M,28,
,New York Red BullsMajor League Soccer,689,5-2-1-2,69,73,69,67,€261M,26,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,72,70,65,€170.5M,33,
,FC DallasMajor League Soccer,695,3-4-2-1,69,76,68,64,€168M,38,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,69,70,69,68,€188M,33,
,Charlotte FCMajor League Soccer,114640,4-2-3-1 Wide,69,69,71,68,€170M,29,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,71,71,66,€225.5M,31,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-1-4-2,69,73,68,68,€173.5M,28,
,Minnesota United FCMajor League Soccer,111138,3-4-3 Flat,68,69,69,65,€150M,31,
,Toronto FCMajor League Soccer,111651,3-4-2-1,68,61,69,65,€218.5M,24,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,68,73,68,69,€314.5M,23,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,68,70,65,69,€277M,29,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,68,67,68,68,€160M,27,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,68,69,69,68,€182.5M,25,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,78,68,67,€171.5M,35,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,68,71,68,66,€230M,25,
,Nashville SCMajor League Soccer,114162,4-2-3-1 Wide,68,67,67,69,€180M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,76,66,67,€285.5M,24,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,67,68,70,65,€326.5M,27,
,CF MontréalMajor League Soccer,111139,3-4-2-1,66,68,66,65,€189M,24,
