,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Toronto FCMajor League Soccer,111651,4-1-2-1-2 Narrow,68,70,68,66,€0,29,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,68,73,65,66,€0,28,
,Philadelphia UnionMajor League Soccer,112134,4-2-3-1 Wide,67,67,67,66,€0,28,
,CF MontréalMajor League Soccer,111139,4-2-3-1 Narrow,67,66,66,65,€0,29,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,67,66,68,66,€0,27,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,67,73,67,66,€0,26,
,DC UnitedMajor League Soccer,688,4-4-2 Flat,67,67,65,65,€0,28,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,67,68,68,65,€0,24,
,Chicago FireMajor League Soccer,693,4-4-1-1 Attack,67,66,65,64,€0,24,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,67,65,68,66,€0,25,
,LA GalaxyMajor League Soccer,697,4-4-2 Flat,67,71,66,64,€0,28,
,Real Salt LakeMajor League Soccer,111065,4-3-3 Attack,67,70,67,62,€0,27,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-2-3-1 Wide,67,66,68,65,€0,30,
,San Jose EarthquakesMajor League Soccer,111928,4-1-4-1,66,66,64,66,€0,26,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,66,65,67,64,€0,27,
,FC DallasMajor League Soccer,695,4-2-2-2,66,65,68,64,€0,25,
,Houston DynamoMajor League Soccer,698,4-4-1-1 Attack,66,68,65,65,€0,25,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,66,62,67,65,€0,29,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,65,67,65,64,€0,28,
,New York City FCMajor League Soccer,112828,4-4-2 Flat,65,72,63,62,€0,28,
,Chivas USAMajor League Soccer,111070,4-4-2 Flat,62,61,62,62,€0,13,
