,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,72,74,71,73,€427.5M,27,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,70,71,71,70,€216M,27,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,70,65,72,69,€355.5M,27,
,Portland TimbersMajor League Soccer,111140,4-1-4-1,70,67,72,67,€351M,27,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,72,73,68,€364.5M,27,
,DC UnitedMajor League Soccer,688,4-2-3-1 Wide,70,72,68,68,€297M,29,
,Nashville SCMajor League Soccer,114162,4-4-1-1 Attack,70,71,69,70,€180M,30,
,San Jose EarthquakesMajor League Soccer,111928,4-2-3-1 Wide,69,72,70,69,€247.5M,29,
,New York Red BullsMajor League Soccer,689,4-2-3-1 Wide,69,68,69,68,€261M,29,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Narrow,69,69,68,70,€220.5M,30,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Holding,69,70,70,67,€292.5M,29,
,LA GalaxyMajor League Soccer,697,4-4-1-1 Midfield,69,76,70,65,€432M,27,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,72,70,66,€265.5M,29,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,69,69,70,67,€170M,29,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,69,73,68,70,€450M,26,
,Inter MiamiMajor League Soccer,112893,4-2-3-1 Wide,69,70,69,69,€330M,30,
,FC CincinnatiMajor League Soccer,113149,5-2-1-2,69,71,71,68,€226.5M,27,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,68,68,68,66,€270M,30,
,Columbus CrewMajor League Soccer,687,3-4-2-1,68,74,67,66,€180M,27,
,Colorado RapidsMajor League Soccer,694,3-4-2-1,68,69,67,68,€171M,30,
,FC DallasMajor League Soccer,695,4-1-4-1,68,73,70,65,€178M,27,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,68,71,69,66,€252M,29,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,68,73,69,68,€346.5M,26,
,Charlotte FCMajor League Soccer,114640,4-1-4-1,68,74,68,66,€200M,30,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Wide,68,67,69,66,€211.5M,28,
,Vancouver Whitecaps FCMajor League Soccer,101112,4-3-2-1,68,70,69,67,€193.5M,27,
,CF MontréalMajor League Soccer,111139,3-4-1-2,67,67,66,69,€189M,28,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,69,68,68,€301.5M,27,
