,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Seattle Sounders FCMajor League Soccer,111144,3-4-2-1,71,74,70,70,€364.5M,24,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,71,74,71,68,€427.5M,29,
,Columbus CrewMajor League Soccer,687,4-2-3-1 Wide,71,70,71,71,€180M,29,
,New England RevolutionMajor League Soccer,691,4-1-2-1-2 Narrow,71,73,71,69,€220.5M,26,
,Portland TimbersMajor League Soccer,111140,4-4-1-1 Midfield,70,71,71,70,€351M,27,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,70,70,69,69,€265.5M,25,
,Atlanta UnitedMajor League Soccer,112885,4-3-3 Holding,70,69,69,69,€450M,30,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,69,69,69,70,€216M,25,
,Minnesota United FCMajor League Soccer,111138,4-2-3-1 Wide,69,71,70,67,€270M,30,
,San Jose EarthquakesMajor League Soccer,111928,3-4-3 Flat,69,69,70,68,€247.5M,27,
,FC DallasMajor League Soccer,695,4-1-4-1,69,71,69,68,€178M,28,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,69,71,68,68,€292.5M,28,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,69,72,69,68,€346.5M,24,
,Nashville SCMajor League Soccer,114162,4-1-2-1-2 Narrow,69,70,69,69,€180M,24,
,Inter MiamiMajor League Soccer,112893,5-3-2,69,70,68,65,€330M,30,
,CF MontréalMajor League Soccer,111139,3-1-4-2,68,69,67,70,€189M,30,
,New York Red BullsMajor League Soccer,689,4-3-3 Attack,68,67,69,66,€261M,25,
,Colorado RapidsMajor League Soccer,694,5-4-1 Flat,68,70,69,67,€171M,28,
,LA GalaxyMajor League Soccer,697,4-2-3-1 Wide,68,74,68,66,€432M,26,
,Houston DynamoMajor League Soccer,698,4-1-4-1,68,72,68,67,€252M,27,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,68,68,69,64,€150M,26,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-4-1-2,68,69,68,67,€193.5M,25,
,Toronto FCMajor League Soccer,111651,4-2-3-1 Wide,67,67,66,66,€355.5M,24,
,DC UnitedMajor League Soccer,688,3-4-2-1,67,66,66,68,€297M,23,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,67,66,68,65,€301.5M,24,
,Real Salt LakeMajor League Soccer,111065,3-4-2-1,67,69,65,66,€211.5M,27,
,FC CincinnatiMajor League Soccer,113149,4-2-3-1 Wide,67,68,68,66,€226.5M,28,
