,Name,ID,Formation,Overall,Attack,Midfield,Defence,Club worth,Players,
,Inter MiamiMajor League Soccer,112893,4-3-3 Holding,75,78,73,73,€330M,30,
,Philadelphia UnionMajor League Soccer,112134,4-1-2-1-2 Narrow,71,72,70,70,€266M,27,
,Los Angeles FCMajor League Soccer,112996,4-3-3 Holding,71,72,73,70,€427.5M,24,
,Seattle Sounders FCMajor League Soccer,111144,4-2-3-1 Wide,70,74,70,70,€364.5M,28,
,San Jose EarthquakesMajor League Soccer,111928,4-3-3 Flat,70,74,68,70,€240M,29,
,LA GalaxyMajor League Soccer,697,4-3-3 Flat,70,71,71,69,€432M,26,
,FC CincinnatiMajor League Soccer,113149,3-4-1-2,70,67,74,68,€226.5M,25,
,Portland TimbersMajor League Soccer,111140,4-2-3-1 Wide,69,69,71,67,€351M,23,
,New England RevolutionMajor League Soccer,691,4-2-3-1 Wide,69,67,72,69,€220.5M,29,
,Orlando City SCMajor League Soccer,112606,4-2-3-1 Wide,69,72,71,66,€275.5M,28,
,Nashville SCMajor League Soccer,114162,5-3-2,69,75,68,68,€210M,29,
,Atlanta UnitedMajor League Soccer,112885,4-2-3-1 Wide,69,72,69,68,€40M,25,
,Vancouver Whitecaps FCMajor League Soccer,101112,3-1-4-2,69,73,68,68,€193.5M,25,
,Minnesota United FCMajor League Soccer,111138,4-3-3 Flat,68,69,70,63,€250M,28,
,CF MontréalMajor League Soccer,111139,3-4-1-2,68,69,68,66,€199M,28,
,Toronto FCMajor League Soccer,111651,3-4-2-1,68,74,66,65,€350M,26,
,St. Louis CITY SCMajor League Soccer,113018,4-2-3-1 Wide,68,74,67,66,€185M,24,
,Columbus CrewMajor League Soccer,687,3-4-2-1,68,72,69,67,€185M,23,
,DC UnitedMajor League Soccer,688,4-2-3-1 Narrow,68,74,67,68,€277M,25,
,New York Red BullsMajor League Soccer,689,4-4-2 Flat,68,71,69,67,€261M,27,
,Chicago FireMajor League Soccer,693,4-2-3-1 Wide,68,76,69,68,€285.5M,27,
,FC DallasMajor League Soccer,695,3-4-2-1,68,69,69,63,€178M,30,
,Sporting Kansas CityMajor League Soccer,696,4-3-3 Flat,68,68,69,67,€292.5M,27,
,Houston DynamoMajor League Soccer,698,4-2-3-1 Wide,68,69,68,67,€248M,26,
,New York City FCMajor League Soccer,112828,4-2-3-1 Wide,68,68,70,65,€326.5M,29,
,Charlotte FCMajor League Soccer,114640,4-2-3-1 Wide,68,61,69,66,€190M,30,
,Real Salt LakeMajor League Soccer,111065,4-2-3-1 Narrow,68,72,68,67,€211.5M,30,
,Austin FCMajor League Soccer,114161,4-2-3-1 Wide,68,70,70,64,€200M,23,
,Colorado RapidsMajor League Soccer,694,4-2-3-1 Wide,67,66,66,67,€179M,27,
